CNTY_ST,STUSAB,FIPS,PPOV,PFHH,PHSLS,PUNEM,LO_POV,YCOORD,XCOORD,OTMIG,SQRTPPOV,PHSPLUS
Autauga County  AL,AL,1001,0.13719500000,0.19159500000,0.55972200000,0.04883300000,-1.83878900000,-785370.24570600000,834819.06345599900,0.181468,0.370398,0.440278
Baldwin County  AL,AL,1003,0.13411200000,0.18677800000,0.49118300000,0.04278300000,-1.86507900000,-994375.91074600000,757020.21568400000,0.123071,0.366213,0.508817
Barbour County  AL,AL,1005,0.37250300000,0.33785300000,0.68872700000,0.05664000000,-0.52149300000,-846428.52059099900,954379.64769600000,0.164296,0.610330,0.311273
Bibb County  AL,AL,1007,0.28108900000,0.19772900000,0.72857200000,0.06237500000,-0.93906500000,-738518.71333699900,786797.79408599900,0.139207,0.530178,0.271428
Blount County  AL,AL,1009,0.13526300000,0.12198800000,0.65215800000,0.04849500000,-1.85520700000,-625174.23766400000,824898.06314400000,0.137354,0.367781,0.347842
Bullock County  AL,AL,1011,0.44998300000,0.51721600000,0.75603000000,0.08557000000,-0.20073800000,-824310.39285700000,922598.61033800000,0.159603,0.670808,0.243970
Butler County  AL,AL,1013,0.31607400000,0.33040000000,0.67358900000,0.10627400000,-0.77187400000,-872040.20182299900,840360.68191199900,0.114528,0.562205,0.326411
Calhoun County  AL,AL,1015,0.23005000000,0.24217700000,0.57413400000,0.06586000000,-1.20803100000,-641271.48858799900,892069.85547900000,0.171522,0.479635,0.425866
Chambers County  AL,AL,1017,0.22720600000,0.30928300000,0.68190600000,0.06516200000,-1.22415300000,-731327.87944900000,941000.88020300000,0.137160,0.476661,0.318094
Cherokee County  AL,AL,1019,0.21264500000,0.14900400000,0.71479800000,0.03871600000,-1.30905600000,-594505.19091500000,906363.77387499900,0.134452,0.461134,0.285202
Chilton County  AL,AL,1021,0.19867000000,0.17110300000,0.69929600000,0.04302700000,-1.39463000000,-751548.78059400000,824510.83420000000,0.100307,0.445724,0.300704
Choctaw County  AL,AL,1023,0.34761200000,0.28218800000,0.69289500000,0.08774000000,-0.62955300000,-855928.93553200000,695478.94984699900,0.118473,0.589586,0.307105
Clarke County  AL,AL,1025,0.29814600000,0.26443900000,0.67451100000,0.08928400000,-0.85614100000,-890411.76154500000,737682.87112499900,0.139805,0.546027,0.325489
Clay County  AL,AL,1027,0.22123100000,0.19053000000,0.71560100000,0.05467900000,-1.25850700000,-696980.22215299900,895254.11874099900,0.120616,0.470352,0.284399
Cleburne County  AL,AL,1029,0.16229700000,0.13562100000,0.72112800000,0.05309900000,-1.64123200000,-648896.23054000000,920132.59824299900,0.136200,0.402861,0.278872
Coffee County  AL,AL,1031,0.22535100000,0.22707000000,0.54053300000,0.05693700000,-1.23475200000,-903960.86423599900,906782.89508599900,0.203529,0.474711,0.459467
Colbert County  AL,AL,1033,0.18583500000,0.21465100000,0.60750200000,0.05162200000,-1.47730200000,-556151.74497400000,709818.54984600000,0.141142,0.431086,0.392498
Conecuh County  AL,AL,1035,0.36212600000,0.31917300000,0.70489800000,0.09810800000,-0.56614700000,-910536.37508300000,815743.44086700000,0.146528,0.601769,0.295102
Coosa County  AL,AL,1037,0.19547800000,0.22879500000,0.72773200000,0.07082500000,-1.41479900000,-737417.87669900000,865174.34137899900,0.181693,0.442129,0.272268
Covington County  AL,AL,1039,0.24012800000,0.21482800000,0.64210500000,0.07618000000,-1.15197900000,-925475.32652600000,866800.64994399900,0.123020,0.490029,0.357895
Crenshaw County  AL,AL,1041,0.28737400000,0.26446800000,0.68622500000,0.05369800000,-0.90817300000,-870907.77667399900,873555.96525699900,0.112809,0.536073,0.313775
Cullman County  AL,AL,1043,0.14886300000,0.14520200000,0.61224200000,0.04133300000,-1.74354300000,-611181.69848699900,797048.16219700000,0.112263,0.385828,0.387758
Dale County  AL,AL,1045,0.19615600000,0.25011000000,0.52874100000,0.07651900000,-1.41049500000,-896910.29405300000,940426.57494900000,0.263236,0.442895,0.471259
Dallas County  AL,AL,1047,0.40976800000,0.44148700000,0.63794400000,0.11157900000,-0.36492300000,-812611.68604199900,795840.60370300000,0.137712,0.640131,0.362056
DeKalb County  AL,AL,1049,0.18820200000,0.16586800000,0.70310300000,0.05126000000,-1.46173400000,-565192.34446499900,885414.62747900000,0.133600,0.433823,0.296897
Elmore County  AL,AL,1051,0.14351700000,0.19124400000,0.57769000000,0.04973800000,-1.78637800000,-773914.97876500000,877945.43930299900,0.145842,0.378836,0.422310
Escambia County  AL,AL,1053,0.25046700000,0.26557400000,0.66727300000,0.06995400000,-1.09612500000,-945444.69008600000,803839.17224999900,0.151915,0.500467,0.332727
Etowah County  AL,AL,1055,0.22288900000,0.23722500000,0.58593700000,0.05963600000,-1.24890700000,-613098.95609200000,870528.76660600000,0.122251,0.472111,0.414063
Fayette County  AL,AL,1057,0.21345200000,0.18516900000,0.68005400000,0.07670200000,-1.30424000000,-663824.84871799900,725380.24412799900,0.145443,0.462009,0.319946
Franklin County  AL,AL,1059,0.24855900000,0.18248000000,0.68062000000,0.05576400000,-1.10631400000,-585046.02441900000,709033.49002000000,0.150071,0.498557,0.319380
Geneva County  AL,AL,1061,0.27579500000,0.20087500000,0.66959500000,0.07969300000,-0.96541900000,-936321.17235000000,924039.97222400000,0.162914,0.525162,0.330405
Greene County  AL,AL,1063,0.44099400000,0.50777600000,0.71006500000,0.13107900000,-0.23713000000,-761416.99276900000,715208.86432800000,0.144980,0.664074,0.289935
Hale County  AL,AL,1065,0.34141500000,0.37419900000,0.70807900000,0.07985500000,-0.65699700000,-768822.29454300000,744756.83012199900,0.108313,0.584307,0.291921
Henry County  AL,AL,1067,0.27186700000,0.25213900000,0.62886300000,0.06314800000,-0.98517100000,-883892.87237600000,972650.60663199900,0.193730,0.521409,0.371137
Houston County  AL,AL,1069,0.21346900000,0.26777900000,0.54956700000,0.05229900000,-1.30414200000,-924334.01804600000,971868.24044600000,0.174201,0.462027,0.450433
Jackson County  AL,AL,1071,0.17339100000,0.18193800000,0.67946700000,0.05130400000,-1.56178300000,-531817.31656900000,864660.37749300000,0.128620,0.416402,0.320533
Jefferson County  AL,AL,1073,0.20413000000,0.30341200000,0.47684300000,0.06310200000,-1.36067900000,-675193.32246900000,800932.04780199900,0.149769,0.451807,0.523157
Lamar County  AL,AL,1075,0.19347900000,0.20118300000,0.71588600000,0.07095200000,-1.42756200000,-660231.90586299900,693461.23188700000,0.139531,0.439862,0.284114
Lauderdale County  AL,AL,1077,0.18833000000,0.20678300000,0.56079300000,0.05600000000,-1.46089900000,-532733.90026899900,720777.28359400000,0.134651,0.433970,0.439207
Lawrence County  AL,AL,1079,0.16934700000,0.17453200000,0.72995600000,0.06234500000,-1.59026500000,-571917.84747100000,754356.29537700000,0.117141,0.411518,0.270044
Lee County  AL,AL,1081,0.16524000000,0.23953500000,0.38704800000,0.05764700000,-1.61974500000,-765443.24822800000,948317.47474300000,0.271907,0.406497,0.612952
Limestone County  AL,AL,1083,0.16304100000,0.16981400000,0.58769500000,0.04263300000,-1.63577500000,-537316.42107399900,779735.05043599900,0.134174,0.403783,0.412305
Lowndes County  AL,AL,1085,0.41801400000,0.41839100000,0.70432800000,0.11932600000,-0.33093000000,-827374.87848800000,838497.33531300000,0.130468,0.646540,0.295672
Macon County  AL,AL,1087,0.44129500000,0.50846800000,0.50713100000,0.12293800000,-0.23590900000,-792613.81998300000,921103.80813400000,0.219049,0.664300,0.492869
Madison County  AL,AL,1089,0.14340800000,0.21882800000,0.37823100000,0.05725000000,-1.78727100000,-538726.88451300000,817415.38278800000,0.158502,0.378692,0.621769
Marengo County  AL,AL,1091,0.33860600000,0.33530600000,0.65724200000,0.08738600000,-0.66951200000,-827000.85277300000,735674.07622399900,0.135728,0.581899,0.342758
Marion County  AL,AL,1093,0.18954300000,0.17566200000,0.69466000000,0.08085700000,-1.45298000000,-619105.26928000000,708299.72280700000,0.146251,0.435365,0.305340
Marshall County  AL,AL,1095,0.18501600000,0.19418900000,0.61923300000,0.05748900000,-1.48272400000,-580194.85839900000,843074.68220599900,0.146641,0.430135,0.380767
Mobile County  AL,AL,1097,0.26460800000,0.30113000000,0.55921300000,0.07599500000,-1.02215600000,-991740.42901600000,712269.92497900000,0.128975,0.514401,0.440787
Monroe County  AL,AL,1099,0.26956800000,0.26570900000,0.66995000000,0.08376700000,-0.99681700000,-898202.85352000000,780636.37333900000,0.177449,0.519199,0.330050
Montgomery County  AL,AL,1101,0.25268700000,0.34911100000,0.45507200000,0.06662400000,-1.08433300000,-815993.93156699900,877259.91432500000,0.189079,0.502680,0.544928
Morgan County  AL,AL,1103,0.16139600000,0.19841200000,0.55230200000,0.05414900000,-1.64787700000,-575557.80764200000,794766.54898399900,0.149819,0.401741,0.447698
Perry County  AL,AL,1105,0.49236100000,0.44497600000,0.67282800000,0.14705900000,-0.03055900000,-779722.35901400000,775766.49515900000,0.133919,0.701684,0.327172
Pickens County  AL,AL,1107,0.34457300000,0.32221400000,0.67715000000,0.08224300000,-0.64298000000,-715220.70051999900,698977.66700000000,0.160407,0.587003,0.322850
Pike County  AL,AL,1109,0.30015500000,0.33605900000,0.56317400000,0.09289900000,-0.84655900000,-859424.87529300000,906158.09493200000,0.210004,0.547864,0.436826
Randolph County  AL,AL,1111,0.22537500000,0.21370100000,0.69238600000,0.05342900000,-1.23461300000,-690234.34915000000,930241.48599099900,0.128792,0.474737,0.307614
Russell County  AL,AL,1113,0.26818400000,0.34242200000,0.66694000000,0.06321500000,-1.00385600000,-798102.09782899900,967588.00356800000,0.186279,0.517865,0.333060
St. Clair County  AL,AL,1115,0.15538900000,0.15928200000,0.63923300000,0.04161300000,-1.69294300000,-652109.08600899900,850044.65403900000,0.142298,0.394194,0.360767
Shelby County  AL,AL,1117,0.07383600000,0.12324400000,0.37542400000,0.02959200000,-2.52920800000,-705080.58895899900,824916.47424500000,0.166106,0.271728,0.624576
Sumter County  AL,AL,1119,0.47650400000,0.42967000000,0.64072800000,0.11451600000,-0.09405400000,-792307.54064999900,695847.50644000000,0.173369,0.690293,0.359272
Talladega County  AL,AL,1121,0.24834500000,0.26737100000,0.65204300000,0.07740800000,-1.10745700000,-687724.27342200000,867049.42569399900,0.134664,0.498342,0.347957
Tallapoosa County  AL,AL,1123,0.24609500000,0.26631900000,0.63545400000,0.06061900000,-1.11955100000,-741195.89984900000,905860.45842200000,0.150321,0.496080,0.364546
Tuscaloosa County  AL,AL,1125,0.19701000000,0.27286700000,0.46376100000,0.06167500000,-1.40508500000,-709780.67954299900,748559.07313000000,0.164414,0.443858,0.536239
Walker County  AL,AL,1127,0.21207300000,0.18877700000,0.66962400000,0.06445700000,-1.31247400000,-651140.62547099900,763174.26256199900,0.102531,0.460514,0.330376
Washington County  AL,AL,1129,0.21791900000,0.18646700000,0.70146600000,0.07669300000,-1.27783400000,-923105.40174999900,706266.24703700000,0.120627,0.466818,0.298534
Wilcox County  AL,AL,1131,0.48503100000,0.43913800000,0.71179400000,0.15204500000,-0.05989200000,-851486.47655100000,781426.49472500000,0.114453,0.696442,0.288206
Winston County  AL,AL,1133,0.22049000000,0.16578400000,0.70782300000,0.06252200000,-1.26281300000,-613579.24231999900,752852.81679199900,0.154792,0.469564,0.292177
Arkansas County  AR,AR,5001,0.25092900000,0.27474600000,0.67109600000,0.06204600000,-1.09366400000,-623374.02553400000,403301.74791999900,0.162617,0.500928,0.328904
Ashley County  AR,AR,5003,0.26026300000,0.22757500000,0.71234000000,0.06871600000,-1.04460000000,-746858.71775900000,374699.06502699900,0.163614,0.510160,0.287660
Baxter County  AR,AR,5005,0.15212800000,0.20665800000,0.60707100000,0.04014300000,-1.71800700000,-405883.81237000000,310530.24106999900,0.171020,0.390036,0.392929
Benton County  AR,AR,5007,0.14244600000,0.15322400000,0.53762100000,0.03353100000,-1.79512200000,-404929.15808199900,147642.19947399900,0.179805,0.377420,0.462379
Boone County  AR,AR,5009,0.19579700000,0.18126300000,0.58955900000,0.05016300000,-1.41277200000,-405813.33306999900,246512.98339600000,0.194561,0.442490,0.410441
Bradley County  AR,AR,5011,0.33754700000,0.27049800000,0.70966100000,0.10819700000,-0.67424500000,-717983.55299400000,338523.51838400000,0.180629,0.580988,0.290339
Calhoun County  AR,AR,5013,0.20000000000,0.19917000000,0.74391700000,0.05345700000,-1.38629400000,-708986.91514299900,308081.98784600000,0.194131,0.447214,0.256083
Carroll County  AR,AR,5015,0.21094300000,0.18959700000,0.63913900000,0.05481200000,-1.31925200000,-403325.05167100000,208579.84166999900,0.181247,0.459285,0.360861
Chicot County  AR,AR,5017,0.38706300000,0.39794100000,0.71488400000,0.10159900000,-0.45967700000,-736388.93132500000,416239.54625900000,0.180334,0.622144,0.285116
Clark County  AR,AR,5019,0.21179300000,0.25451800000,0.50073300000,0.04695700000,-1.31415400000,-656388.71074300000,247118.31250199900,0.253813,0.460210,0.499267
Clay County  AR,AR,5021,0.21466200000,0.16499800000,0.76088600000,0.05612800000,-1.29704800000,-388595.30552599900,472543.40467299900,0.167161,0.463316,0.239114
Cleburne County  AR,AR,5023,0.18180000000,0.17693200000,0.62040900000,0.04864700000,-1.50419800000,-487803.96967000000,340437.44847399900,0.164752,0.426380,0.379591
Cleveland County  AR,AR,5025,0.22377900000,0.16915000000,0.70161300000,0.05525300000,-1.24377600000,-670134.93036600000,334504.07747100000,0.140740,0.473053,0.298387
Columbia County  AR,AR,5027,0.29653100000,0.28016000000,0.58668700000,0.07637900000,-0.86387200000,-749282.50782900000,245463.69804600000,0.177724,0.544547,0.413313
Conway County  AR,AR,5029,0.22678200000,0.19600800000,0.68108300000,0.06554500000,-1.22657300000,-520713.45379300000,283767.84571299900,0.180523,0.476216,0.318917
Craighead County  AR,AR,5031,0.19678600000,0.21519000000,0.52971600000,0.05695600000,-1.40650700000,-449237.26649800000,457833.88353900000,0.181838,0.443606,0.470284
Crawford County  AR,AR,5033,0.19565800000,0.18421800000,0.64691900000,0.06067200000,-1.41365600000,-488166.94071400000,150473.77188799900,0.152385,0.442332,0.353081
Crittenden County  AR,AR,5035,0.35406600000,0.35475500000,0.63914100000,0.06921700000,-0.60121200000,-516570.17629300000,489749.71895399900,0.161204,0.595034,0.360859
Cross County  AR,AR,5037,0.28291700000,0.24142000000,0.70036200000,0.07631200000,-0.93003900000,-509199.65508300000,449456.86074700000,0.131213,0.531899,0.299638
Dallas County  AR,AR,5039,0.25110100000,0.26295600000,0.74570500000,0.07425600000,-1.09274700000,-663832.04502900000,293083.52085799900,0.203909,0.501100,0.254295
Desha County  AR,AR,5041,0.39689400000,0.37567200000,0.71395800000,0.08777500000,-0.41842300000,-673511.71314300000,416445.34863099900,0.255821,0.629995,0.286042
Drew County  AR,AR,5043,0.22364200000,0.25987800000,0.58953000000,0.08903000000,-1.24456600000,-702544.08901899900,376871.70064499900,0.277085,0.472908,0.410470
Faulkner County  AR,AR,5045,0.13132000000,0.18258500000,0.45418300000,0.06754300000,-1.88934100000,-532272.96759000000,316038.40149199900,0.189555,0.362381,0.545817
Franklin County  AR,AR,5047,0.18209700000,0.15374300000,0.65115200000,0.05938300000,-1.50220100000,-496026.86179400000,180831.29118500000,0.171123,0.426728,0.348848
Fulton County  AR,AR,5049,0.20289900000,0.16515200000,0.66952400000,0.05894400000,-1.36827600000,-393485.65098500000,353987.00911799900,0.209174,0.450443,0.330476
Garland County  AR,AR,5051,0.23081900000,0.23745900000,0.55835300000,0.05072500000,-1.20369300000,-598024.85503300000,247545.17268200000,0.158375,0.480436,0.441647
Grant County  AR,AR,5053,0.12953900000,0.13783800000,0.65711200000,0.04224300000,-1.90504500000,-627570.28754900000,311897.44261199900,0.149592,0.359915,0.342888
Greene County  AR,AR,5055,0.16053800000,0.16943600000,0.68916600000,0.05562300000,-1.65423000000,-417097.23802300000,462219.04674000000,0.118706,0.400672,0.310834
Hempstead County  AR,AR,5057,0.29674300000,0.27257500000,0.69180600000,0.06470400000,-0.86285400000,-692612.44703499900,204946.81261299900,0.182540,0.544741,0.308194
Hot Spring County  AR,AR,5059,0.19537000000,0.19434300000,0.66325600000,0.04942900000,-1.41548700000,-626157.13800399900,266258.57349200000,0.157993,0.442007,0.336744
Howard County  AR,AR,5061,0.20507400000,0.22168500000,0.66956800000,0.04936400000,-1.35487800000,-654131.41920300000,175542.72391900000,0.170184,0.452851,0.330432
Independence County  AR,AR,5063,0.16650500000,0.16014800000,0.64123100000,0.05903200000,-1.61060400000,-463446.67114599900,378467.13562299900,0.194301,0.408050,0.358769
Izard County  AR,AR,5065,0.23023700000,0.16967500000,0.63031200000,0.04118700000,-1.20697500000,-425659.33889900000,347374.43452700000,0.174852,0.479830,0.369688
Jackson County  AR,AR,5067,0.25347600000,0.25452700000,0.72896200000,0.06932200000,-1.08016000000,-477692.00563500000,409599.92526900000,0.152624,0.503464,0.271038
Jefferson County  AR,AR,5069,0.29842100000,0.33847200000,0.59972400000,0.08333300000,-0.85482900000,-628118.87907000000,354902.02355799900,0.163974,0.546279,0.400276
Johnson County  AR,AR,5071,0.20353400000,0.17296200000,0.68209500000,0.07809400000,-1.36435400000,-488657.57716799900,217585.22075499900,0.141317,0.451147,0.317905
Lafayette County  AR,AR,5073,0.31679400000,0.26068800000,0.70533100000,0.07875600000,-0.76854500000,-747298.04506899900,211765.81911300000,0.162141,0.562845,0.294669
Lawrence County  AR,AR,5075,0.25633100000,0.18210900000,0.71829700000,0.05570700000,-1.06512800000,-428212.38011199900,416177.21764500000,0.184273,0.506291,0.281703
Lee County  AR,AR,5077,0.39480200000,0.43208000000,0.73519300000,0.13259100000,-0.42717100000,-566294.68141199900,451780.39101399900,0.156391,0.628333,0.264807
Lincoln County  AR,AR,5079,0.27243800000,0.24595700000,0.74599700000,0.06960900000,-0.98228800000,-661822.07402700000,373784.51339099900,0.146936,0.521956,0.254003
Little River County  AR,AR,5081,0.19243200000,0.22170400000,0.64388700000,0.06527900000,-1.43428600000,-697576.71728500000,155304.21773599900,0.331012,0.438671,0.356113
Logan County  AR,AR,5083,0.18764200000,0.17914600000,0.69048000000,0.05317800000,-1.46540600000,-528578.06648899900,196581.88167900000,0.142731,0.433177,0.309520
Lonoke County  AR,AR,5085,0.12968900000,0.16713800000,0.59249300000,0.03901900000,-1.90371500000,-574181.11024099900,356211.06899000000,0.188639,0.360124,0.407507
Madison County  AR,AR,5087,0.25059900000,0.14023700000,0.71244800000,0.02652500000,-1.09541900000,-440369.41298899900,193697.88349599900,0.174920,0.500599,0.287552
Marion County  AR,AR,5089,0.23944100000,0.18362700000,0.63550200000,0.05073500000,-1.15574900000,-409101.19965600000,281187.60200800000,0.183340,0.489327,0.364498
Miller County  AR,AR,5091,0.28302600000,0.29117300000,0.62116100000,0.06779500000,-0.92950000000,-740037.28439199900,186418.08421800000,0.180667,0.532002,0.378839
Mississippi County  AR,AR,5093,0.31439300000,0.30481000000,0.68449500000,0.08757700000,-0.77966200000,-453566.30969400000,507611.11358499900,0.181085,0.560708,0.315505
Monroe County  AR,AR,5095,0.37670500000,0.33222600000,0.74609600000,0.05344700000,-0.50355700000,-579746.22554300000,415940.53780300000,0.264391,0.613763,0.253904
Montgomery County  AR,AR,5097,0.22821600000,0.12464600000,0.69893700000,0.06321800000,-1.21841300000,-603490.76603299900,203429.87977800000,0.189127,0.477720,0.301063
Nevada County  AR,AR,5099,0.28116300000,0.24918300000,0.68749200000,0.06297800000,-0.93870100000,-699640.11535800000,236934.45565100000,0.180024,0.530248,0.312508
Newton County  AR,AR,5101,0.28139800000,0.14627700000,0.68642600000,0.04497100000,-0.93754000000,-449245.58343499900,237121.61721500000,0.170025,0.530470,0.313574
Ouachita County  AR,AR,5103,0.26302900000,0.28535500000,0.61897800000,0.08481400000,-1.03028400000,-706288.43483399900,274589.81625700000,0.193258,0.512864,0.381022
Perry County  AR,AR,5105,0.17481100000,0.15745000000,0.67407300000,0.04746600000,-1.55190500000,-556290.49096800000,265143.74256400000,0.150382,0.418104,0.325927
Phillips County  AR,AR,5107,0.45621700000,0.45880900000,0.65741400000,0.11260200000,-0.17558000000,-605682.54024999900,448300.31578499900,0.204588,0.675438,0.342586
Pike County  AR,AR,5109,0.21073500000,0.14779000000,0.69916400000,0.04278500000,-1.32050100000,-645084.59292299900,204787.76707300000,0.164279,0.459059,0.300836
Poinsett County  AR,AR,5111,0.28769600000,0.23013400000,0.77190800000,0.06252700000,-0.90659900000,-477823.39288900000,456948.56718999900,0.179569,0.536373,0.228092
Polk County  AR,AR,5113,0.23863900000,0.15648100000,0.63524700000,0.05779200000,-1.16015800000,-610486.62072500000,154127.33229399900,0.178351,0.488507,0.364753
Pope County  AR,AR,5115,0.19256200000,0.18212600000,0.54155400000,0.05848800000,-1.43344500000,-501155.49112600000,254481.24850900000,0.197708,0.438819,0.458446
Prairie County  AR,AR,5117,0.21232300000,0.20151100000,0.70679000000,0.04483600000,-1.31098100000,-564442.69703000000,384871.65887699900,0.176056,0.460785,0.293210
Pulaski County  AR,AR,5119,0.20349700000,0.30652300000,0.44404700000,0.05311900000,-1.36458100000,-573991.22068599900,319505.68773200000,0.197497,0.451106,0.555953
Randolph County  AR,AR,5121,0.19618100000,0.18360900000,0.69413900000,0.06431700000,-1.41033700000,-394586.59586499900,421094.56056999900,0.164463,0.442923,0.305861
St. Francis County  AR,AR,5123,0.38897100000,0.37549400000,0.67782500000,0.11793600000,-0.45163800000,-539388.35033599900,453223.47876700000,0.174415,0.623675,0.322175
Saline County  AR,AR,5125,0.08963100000,0.16809000000,0.56237100000,0.03915800000,-2.31815400000,-588866.24424200000,288436.27564800000,0.163030,0.299384,0.437629
Scott County  AR,AR,5127,0.22421100000,0.15838100000,0.72827600000,0.03926000000,-1.24129600000,-568590.74269300000,167584.01816899900,0.188327,0.473509,0.271724
Searcy County  AR,AR,5129,0.31340900000,0.16293300000,0.71712900000,0.04703700000,-0.78423100000,-448772.67515600000,281321.52519199900,0.202756,0.559829,0.282871
Sebastian County  AR,AR,5131,0.19201700000,0.21787100000,0.55677700000,0.04704500000,-1.43696000000,-531439.77134800000,148628.94798000000,0.187968,0.438197,0.443223
Sevier County  AR,AR,5133,0.27409800000,0.16915700000,0.69956700000,0.04698900000,-0.97393100000,-664695.24513000000,154059.22449399900,0.247901,0.523544,0.300433
Sharp County  AR,AR,5135,0.26114100000,0.17606000000,0.66191400000,0.06384300000,-1.04004500000,-416595.14724999900,383814.74821799900,0.218670,0.511020,0.338086
Stone County  AR,AR,5137,0.26193300000,0.14207700000,0.70610600000,0.04353500000,-1.03594600000,-452609.29786400000,327810.10154100000,0.188737,0.511794,0.293894
Union County  AR,AR,5139,0.26133300000,0.27016800000,0.61985500000,0.06897200000,-1.03905000000,-752132.77308900000,301416.36120200000,0.150033,0.511207,0.380145
Van Buren County  AR,AR,5141,0.22355300000,0.16376300000,0.66118000000,0.06662600000,-1.24507700000,-484803.00538500000,298393.78325699900,0.200127,0.472814,0.338820
Washington County  AR,AR,5143,0.17080300000,0.18260800000,0.49011100000,0.07858700000,-1.57994600000,-444724.27374899900,152039.26863700000,0.215276,0.413283,0.509889
White County  AR,AR,5145,0.18460800000,0.17090200000,0.59700700000,0.11292500000,-1.48543600000,-517957.71876100000,365964.81346600000,0.157987,0.429660,0.402993
Woodruff County  AR,AR,5147,0.38461500000,0.29670300000,0.76381600000,0.07973500000,-0.47000400000,-523568.00875799900,409578.60096900000,0.154462,0.620173,0.236184
Yell County  AR,AR,5149,0.20884900000,0.18168200000,0.72734200000,0.05179600000,-1.33187800000,-551477.22131900000,223519.70552600000,0.198560,0.457000,0.272658
Kent County  DE,DE,10001,0.15238100000,0.25056600000,0.53809200000,0.05567000000,-1.71604500000,84549.69074300000,1648788.96961900000,0.172289,0.390360,0.461908
New Castle County  DE,DE,10003,0.10586500000,0.23760600000,0.44630800000,0.05162200000,-2.13369200000,136698.90539299900,1630257.46615700000,0.126565,0.325369,0.553692
Sussex County  DE,DE,10005,0.15320900000,0.24604200000,0.59965100000,0.04872800000,-1.70965000000,41769.00454300000,1673538.57669800000,0.116379,0.391419,0.400349
District of Columbia  DC,DC,11001,0.31709300000,0.50018300000,0.42430300000,0.10796300000,-0.76716200000,39513.23632700000,1537870.41554900000,0.278534,0.563110,0.575697
Alachua County  FL,FL,12001,0.19869400000,0.29477800000,0.28781300000,0.06980900000,-1.39447500000,-1050615.94051000000,1262119.21225000000,0.281008,0.445751,0.712187
Baker County  FL,FL,12003,0.23193000000,0.19497100000,0.70585300000,0.04474700000,-1.19744700000,-977666.31520600000,1257881.74740000000,0.172707,0.481591,0.294147
Bay County  FL,FL,12005,0.18833900000,0.24623000000,0.51109900000,0.04923600000,-1.46083700000,-1025493.83734000000,954341.63815000000,0.232309,0.433980,0.488901
Bradford County  FL,FL,12007,0.19257400000,0.24160800000,0.66738500000,0.04834000000,-1.43337300000,-1017805.75220000000,1274797.94763500000,0.154265,0.438833,0.332615
Brevard County  FL,FL,12009,0.13499600000,0.22513400000,0.43893700000,0.04919400000,-1.85748800000,-1177763.48538000000,1436764.54092899000,0.148444,0.367418,0.561063
Broward County  FL,FL,12011,0.15669400000,0.24603200000,0.47613200000,0.05342300000,-1.68303400000,-1407619.28449000000,1499784.02354700000,0.140157,0.395846,0.523868
Calhoun County  FL,FL,12013,0.23643800000,0.22574000000,0.69811300000,0.06512500000,-1.17230800000,-1005465.32389000000,991186.24572200000,0.150559,0.486249,0.301887
Charlotte County  FL,FL,12015,0.13288800000,0.21893600000,0.54434600000,0.03469700000,-1.87566400000,-1347510.41716000000,1350402.79865200000,0.150445,0.364538,0.455654
Citrus County  FL,FL,12017,0.18743000000,0.22352100000,0.60357300000,0.06668700000,-1.46679800000,-1142172.25810000000,1266190.01121700000,0.147362,0.432932,0.396427
Clay County  FL,FL,12019,0.09275200000,0.17371400000,0.46982400000,0.04643500000,-2.28049200000,-1009799.09520000000,1302672.99663400000,0.187124,0.304552,0.530176
Collier County  FL,FL,12021,0.17043900000,0.19142000000,0.47093300000,0.03658600000,-1.58251700000,-1425200.06614000000,1418348.05880000000,0.140475,0.412843,0.529067
Columbia County  FL,FL,12023,0.17604700000,0.23616900000,0.61981800000,0.05982800000,-1.54336400000,-994044.27451000000,1228927.25954400000,0.166142,0.419580,0.380182
DeSoto County  FL,FL,12027,0.32599500000,0.22923200000,0.74603400000,0.05263900000,-0.72635500000,-1315287.71629000000,1355287.81402199000,0.180716,0.570960,0.253966
Dixie County  FL,FL,12029,0.24086400000,0.21684200000,0.74390100000,0.07389600000,-1.14795000000,-1068751.81459000000,1189531.35441399000,0.188726,0.490779,0.256099
Duval County  FL,FL,12031,0.16766000000,0.28993300000,0.48116000000,0.04964800000,-1.60230200000,-968929.83899399900,1313715.73200799000,0.187052,0.409463,0.518840
Escambia County  FL,FL,12033,0.24062700000,0.30056700000,0.47232800000,0.06615900000,-1.14924600000,-997840.06529399900,790491.77654700000,0.201789,0.490537,0.527672
Flagler County  FL,FL,12035,0.16202700000,0.20767300000,0.46550300000,0.04254200000,-1.64322300000,-1058923.64412000000,1361685.20224400000,0.125338,0.402526,0.534497
Franklin County  FL,FL,12037,0.23088600000,0.23152700000,0.69224000000,0.03600300000,-1.20331500000,-1059558.58053000000,1033554.44052600000,0.126828,0.480506,0.307760
Gadsden County  FL,FL,12039,0.28428700000,0.37478300000,0.66118400000,0.07558800000,-0.92329400000,-979847.44408199900,1042062.72449500000,0.160703,0.533186,0.338816
Gilchrist County  FL,FL,12041,0.18027600000,0.21402700000,0.67252600000,0.04433000000,-1.51447900000,-1051061.23147000000,1220619.55671900000,0.179641,0.424589,0.327474
Glades County  FL,FL,12043,0.19629500000,0.19799000000,0.67928600000,0.08849800000,-1.40961600000,-1330967.94520000000,1418147.37773699000,0.162974,0.443052,0.320714
